l1,l2,h1,w1,Lmt,Lmr,Llk,Rt,Rr
28,87,135,194,1.446602016,1.446334479,2.526379977,29.47676079,29.47415822
28,53,143,126,1.051103811,1.051137385,2.150702576,19.84676164,19.84492801
35,56,142,34,0.342256877,0.342295895,1.404024089,5.039722633,5.039741888
18,87,75,177,1.172183077,1.171947679,2.484668355,18.96502171,18.96352223
20,98,77,164,1.10966643,1.109379303,2.542668443,18.41157575,18.40961544
42,96,120,181,1.933072331,1.932703817,2.659437124,51.38355556,51.37787789
14,73,60,50,0.320317881,0.320393914,1.540725619,4.191067658,4.190929847
27,85,136,58,0.424059789,0.423947127,1.519238256,6.701101609,6.700700912
30,73,138,75,0.62338508,0.623276603,1.715696334,10.83550521,10.83472827
49,62,59,122,2.26067366,2.260595092,2.514784099,57.05670076,57.05145011
39,76,54,86,1.29634559,1.29618061,2.290375262,25.28585145,25.28322143
40,67,143,199,2.088611708,2.088326488,2.688427893,56.28905936,56.28442581
37,89,89,160,1.803812965,1.803489384,2.62657148,41.87370997,41.8688505
37,50,99,82,1.076555894,1.076641144,2.012019761,20.84459894,20.84293847
49,60,132,96,1.283329542,1.283236801,2.178300861,30.72899779,30.72631352
36,79,111,72,0.764940544,0.764879777,1.834792418,13.97418466,13.97299347
29,55,141,157,1.335629533,1.335551179,2.391225971,27.19275938,27.19052323
33,79,80,75,0.848228004,0.848134274,1.979035531,15.10473322,15.10332667
19,74,54,86,0.732471767,0.732430326,1.947941607,10.82745575,10.82636417
47,91,53,119,1.897574711,1.897237564,2.52030999,45.92847851,45.92366415
31,54,95,66,0.758093786,0.758138194,1.663589421,12.74048001,12.7397905
31,79,123,147,1.2973926,1.29720042,2.3289003,26.86225496,26.85985841
36,71,140,55,0.535953543,0.535928647,1.659967124,9.114226379,9.113601993
35,69,102,39,0.442955095,0.442985796,1.620892599,6.748715348,6.748572676
18,66,122,49,0.290462427,0.290557254,1.369113526,4.008907092,4.008891792
33,60,144,128,1.184700738,1.184644155,2.112512704,24.57141626,24.56911117
12,76,137,199,0.719198753,0.718999668,2.477827018,10.5407463,10.54042965
30,50,121,131,1.294388348,1.294384772,2.28354417,25.64746013,25.64490274
36,86,89,34,0.388866995,0.388820204,1.534709464,5.691706159,5.69174177
34,76,86,37,0.428706158,0.428671315,1.472847949,6.37229409,6.372219073
32,98,81,155,1.55026977,1.549949555,2.533897168,32.12242554,32.11849345
13,51,137,138,0.602550499,0.602606043,2.112150146,8.554214696,8.554084255
28,71,102,175,1.591738866,1.591580035,2.589437809,31.94882315,31.94578261
14,83,123,196,0.837563807,0.837297935,2.44187773,12.51780757,12.51731592
23,61,97,135,1.135445867,1.135404387,2.216211095,19.50652239,19.5049352
42,91,60,133,1.868912877,1.868626802,2.552614599,44.22122228,44.21606085
23,82,112,170,1.196629291,1.196405725,2.302829791,21.33825098,21.3362682
35,52,69,108,1.565469417,1.565534518,2.320272711,31.69243078,31.68891987
10,89,124,43,0.132641498,0.132758759,1.173667256,1.657744252,1.657888581
17,58,120,61,0.359612061,0.359720482,1.585653296,5.045424007,5.045229889
31,67,139,68,0.590846592,0.590776088,1.641766614,10.21022156,10.20957529
42,63,54,82,1.400750567,1.400712995,2.197251913,28.24204868,28.23958661
47,93,96,192,2.483090473,2.48275577,2.992589183,72.88108932,72.87298598
34,91,69,179,2.046284179,2.045941777,2.775672548,45.63262803,45.62680485
11,74,123,141,0.504809242,0.504740107,1.983327525,6.856192015,6.856041308
26,53,75,108,1.188709633,1.188806125,2.13893552,20.79046938,20.78850725
20,59,61,125,1.164562091,1.164571128,2.227012605,18.45028876,18.44858728
12,66,111,193,0.818475551,0.818384364,2.405767073,11.70221932,11.70211334
17,91,123,163,0.805629182,0.8054197,2.228877849,12.48327816,12.48222912
19,58,69,55,0.478351523,0.478489728,1.500646093,6.719318133,6.719048608
17,81,50,105,0.797942545,0.797781481,2.101132148,11.64437156,11.64304181
15,89,123,176,0.781796458,0.781553329,2.241570452,11.75974974,11.75914619
40,60,98,75,1.000001597,0.99998911,1.974658757,19.36647914,19.36510364
44,72,91,148,2.049728431,2.049490801,2.473112345,52.44535838,52.4398883
25,72,82,51,0.470088508,0.470060362,1.540959734,7.019677148,7.019308647
26,95,117,48,0.352179425,0.352102958,1.380752151,5.265624951,5.265290458
21,73,99,87,0.633466545,0.633465836,1.737549094,9.750148646,9.749432591
19,60,113,160,1.048087486,1.048029102,2.389993547,17.33824744,17.33753122
25,72,117,32,0.251695533,0.251736893,1.330992585,3.462211449,3.462178104
14,84,127,139,0.585996862,0.58586531,1.99234257,8.394892468,8.394466542
45,50,132,180,2.32465935,2.324517697,2.886719074,66.8343436,66.82831757
40,59,147,110,1.184257621,1.184138152,2.243493093,26.66886033,26.6661301
32,65,134,151,1.385408979,1.385269934,2.321299789,29.33402803,29.33134495
23,73,54,152,1.522967686,1.522751669,2.592011755,26.35114651,26.34838576
24,62,131,73,0.540863569,0.540904166,1.671936653,8.602110113,8.601523458
46,51,107,153,2.25053763,2.250446374,2.603882298,61.35038503,61.3447285
20,59,67,166,1.478705263,1.478705154,2.576043183,24.69280457,24.69060858
49,71,141,143,1.768815724,1.768603196,2.379603978,49.35277461,49.34801279
23,56,72,98,0.988018977,0.988086376,1.995730255,15.90062068,15.89911037
27,70,76,34,0.353676662,0.353696561,1.411079775,4.964192073,4.964128857
38,71,113,81,0.919108488,0.91904126,2.044868475,17.95121677,17.94945421
12,78,119,135,0.522891868,0.5228347,2.015170446,7.253836523,7.25368809
23,83,140,97,0.612444056,0.612382472,1.743700979,9.897847813,9.89705995
27,51,68,175,2.084032699,2.084016358,2.708465092,41.31969647,41.31608567
35,78,126,71,0.695379616,0.695263406,1.740556302,12.6003517,12.59925425
18,55,50,102,0.969452005,0.969576015,2.151866849,14.44169952,14.44063015
15,84,111,95,0.459014902,0.458982292,1.671232071,6.471603992,6.471185809
16,99,56,94,0.587611312,0.587381753,1.935187749,8.383318933,8.382484689
48,99,90,51,0.686870167,0.68672922,1.952511445,12.29240156,12.29178858
42,65,98,61,0.827560458,0.827512986,1.877089199,15.18634701,15.18554665
35,61,116,68,0.751410739,0.751429406,1.676443604,13.4122424,13.41120732
48,89,105,53,0.698259888,0.698112829,1.948929695,12.74487662,12.74434902
46,97,52,199,3.004365459,3.003689948,3.0371215,84.96633061,84.95707106
25,84,89,114,0.95259337,0.952504673,2.119390594,16.32547389,16.32377865
26,59,88,87,0.860670913,0.860704659,1.929267789,14.57053773,14.56928651
33,83,131,128,1.140682026,1.140552819,2.067035321,23.17848054,23.17588772
21,92,141,67,0.376271309,0.376295491,1.475499585,5.624949642,5.624557406
46,83,141,68,0.771852452,0.771699118,2.011392322,15.5755151,15.57422483
47,85,62,128,2.010712251,2.01040986,2.710573652,50.12168059,50.11624721
24,94,54,99,0.911091964,0.910876668,2.184272131,14.80847383,14.80659096
20,75,57,178,1.520032525,1.519798084,2.879777696,25.68880237,25.68654632
31,97,75,94,0.948640109,0.948485903,2.03555994,17.23896954,17.23682045
34,88,134,46,0.410369349,0.410291794,1.441112907,6.500576497,6.500304927
38,78,54,120,1.727161078,1.726916471,2.620743008,37.04217536,37.03791491
11,98,97,52,0.190207075,0.190295781,1.244462823,2.422456858,2.422490071
45,80,98,57,0.766140771,0.766036718,1.902550033,14.00055034,13.99979619
48,72,97,174,2.483048615,2.482957395,2.88393169,72.96240119,72.95449587
34,74,126,90,0.873149949,0.873040132,1.910903874,16.58738398,16.5856639
28,58,147,66,0.528955122,0.528923381,1.704575975,8.810617394,8.810085909
18,78,125,153,0.835391694,0.835242306,2.155466476,13.06837688,13.06753249
23,67,60,68,0.688622185,0.688679572,1.798781475,10.42631243,10.42541381
46,89,121,149,1.75681678,1.756445338,2.660587524,47.54371746,47.53862983
33,66,77,183,2.208612322,2.208484433,2.791250468,49.90356128,49.89826076
15,70,105,196,1.031857616,1.03169012,2.481141551,15.6674836,15.66672094
28,52,65,124,1.540272897,1.540382671,2.379238875,28.99066927,28.98772596
27,58,69,122,1.402619738,1.402603064,2.270003443,25.05127511,25.04873255
21,97,127,119,0.68646937,0.686273022,1.975399413,11.07119238,11.07034522
38,86,116,107,1.116400672,1.116222181,2.178170765,23.84537442,23.84273987
14,69,60,193,1.237891781,1.237749154,2.877029342,18.4582001,18.45717102
33,53,107,176,1.966987369,1.966921753,2.633030749,44.02718817,44.02350348
39,67,117,68,0.791032267,0.790970782,1.867641853,14.77471829,14.77370208
31,84,135,107,0.889832783,0.889698367,1.767774394,16.87539172,16.87370622
37,85,104,149,1.600028417,1.599767987,2.513400607,36.65501061,36.65092757
41,71,145,62,0.66353089,0.663464092,1.844213804,12.32536942,12.32448815
19,94,70,162,1.11001695,1.109750544,2.520013054,17.90048262,17.89874796
31,83,82,132,1.374130132,1.373972076,2.290973541,26.91954761,26.91650845
42,92,139,130,1.325153518,1.324922394,2.242577512,32.02249909,32.01932226
46,51,147,34,0.432136559,0.432143184,1.698367936,6.650254204,6.650340017
47,59,146,48,0.59899801,0.598966903,1.845029844,10.55766976,10.55720214
23,66,119,93,0.690620683,0.690617386,1.689527884,11.13784847,11.13697417
45,53,67,87,1.535337837,1.53534083,2.254580522,33.11270734,33.1098406
46,86,96,75,0.995923153,0.995772424,2.053073899,20.68624977,20.68428882
10,94,72,118,0.450420156,0.45028729,1.992377892,5.943215399,5.942961189
21,78,65,35,0.301227298,0.301287183,1.457078656,4.060116704,4.060021484
41,81,141,77,0.80277557,0.802663936,1.946593209,16.09404585,16.09273787
30,61,146,125,1.05199387,1.051897787,2.206700386,20.77255778,20.77063057
37,66,89,89,1.128641593,1.128576151,2.055391788,22.22320743,22.22123166
13,79,58,171,0.982090283,0.981830077,2.63231583,14.05756815,14.05647877
41,77,127,184,2.032516127,2.032214556,2.602264976,53.54212125,53.53688957
43,86,86,196,2.547842742,2.547533206,2.974526707,69.80660351,69.79938247
41,89,72,172,2.277652542,2.277304985,2.839972666,56.97057485,56.9637957
47,98,80,71,0.978140274,0.977955349,1.998818319,19.55686437,19.55567976
44,50,74,132,2.215962802,2.215976267,2.684949688,55.1760005,55.17062458
15,61,132,151,0.735065221,0.735029188,2.08117242,10.88817767,10.88784041
16,98,79,62,0.348671176,0.348643348,1.470452034,4.770036706,4.769697661
40,94,65,164,2.133928398,2.133553853,2.77777118,51.83363444,51.82734861
49,54,140,111,1.47231893,1.472186951,2.319755871,37.59541491,37.59219945
48,84,89,194,2.729536642,2.72923718,2.955634548,81.43986549,81.43134765
12,66,57,152,0.879385149,0.879358417,2.510489711,12.30590091,12.3051237
27,73,68,136,1.431607194,1.431550136,2.397948344,26.45703638,26.45365539
45,85,58,57,0.890825481,0.890690019,1.988339921,16.26386841,16.26290937
35,60,112,162,1.812927206,1.812746105,2.585484831,40.73392497,40.72980993
34,69,107,84,0.902680081,0.902614731,1.85197725,16.81533628,16.81385614
39,64,116,182,2.11503697,2.114819583,2.590148607,53.75251274,53.74749188
45,64,52,117,2.10156505,2.101397191,2.674480704,49.58145744,49.57674653
38,84,89,87,1.039993494,1.039850669,2.058317294,20.39508267,20.39313394
27,91,90,84,0.725011073,0.724887591,1.759111081,12.29363072,12.29252352
15,98,96,171,0.823746258,0.823452789,2.38469748,12.32611739,12.32540245
43,74,103,137,1.751572978,1.751363915,2.45566541,43.37830835,43.37347868
12,79,54,121,0.659171873,0.659066796,2.205007923,9.057672272,9.057030321
24,82,84,163,1.352191579,1.351946603,2.553134259,24.15917983,24.15655766
44,66,114,49,0.641707945,0.641654335,1.733880426,11.1014765,11.10104
27,64,108,53,0.483769771,0.483831789,1.498614402,7.427926672,7.427533381
17,77,104,48,0.279797827,0.279886945,1.36753208,3.795576428,3.795578413
13,91,120,195,0.76467799,0.764441017,2.364418085,11.21967874,11.21935895
41,77,93,150,1.906435596,1.906219358,2.501018586,46.47871753,46.47360263
39,69,51,158,2.488570636,2.488335059,2.938590205,58.53674053,58.52957077
38,51,64,93,1.494020562,1.494066112,2.272729705,30.22940004,30.22643199
49,98,71,99,1.45813275,1.457887807,2.312873766,33.89761262,33.89432878
12,81,132,41,0.150506454,0.150643524,1.19931987,1.91670521,1.916834206
20,53,87,95,0.790081769,0.790176637,1.750076988,12.11263971,12.11198579
34,89,84,101,1.096737128,1.096587186,2.11577303,21.14074701,21.13846598
32,83,109,38,0.362983901,0.362950936,1.446769538,5.376657149,5.37651496
39,66,107,62,0.759126137,0.759099567,1.798407993,13.71694807,13.71603386
41,93,97,132,1.546310321,1.546066469,2.349978363,36.35197696,36.34791883
47,86,95,129,1.737744395,1.737509612,2.40536486,44.70638472,44.70215847
41,90,50,152,2.244108432,2.2436108,2.753903846,52.79774393,52.79221142
19,57,146,104,0.5958186,0.595842739,1.846849363,9.229982004,9.229549568
38,79,85,109,1.350302138,1.350155046,2.299758573,28.48732485,28.48412178
18,68,80,95,0.687370405,0.687382892,1.856791311,10.16630073,10.16553672
27,73,120,191,1.547860341,1.54764988,2.636746847,30.65389434,30.65132011
28,76,110,130,1.127898392,1.12777607,2.104671549,21.20411433,21.20227011
32,74,134,168,1.476107163,1.475868277,2.536447824,32.68468025,32.68169435
20,50,86,168,1.40751865,1.407572805,2.557708097,23.55630564,23.55401314
20,72,96,153,1.077406976,1.077245951,2.354102537,17.71507284,17.71379393
13,61,96,134,0.685677011,0.685710926,2.048251378,9.67827139,9.677944317
43,70,68,72,1.115366015,1.115320818,2.166402071,21.89460312,21.89271314
37,80,60,78,1.067984575,1.067866324,2.020109933,19.95661978,19.95450354
49,57,121,196,2.747230134,2.747010048,2.998338299,86.41972888,86.41245255
45,80,71,188,2.768642247,2.768368729,2.960404649,77.3872223,77.3791531
45,53,69,184,3.138304157,3.138319069,3.108053565,89.23473167,89.22576286
12,50,111,123,0.574671422,0.574775904,1.897889078,7.86599797,7.865952275
46,94,141,40,0.438519126,0.438395809,1.597488784,7.112586991,7.11229602
21,85,86,120,0.875182196,0.875031186,2.030012237,14.07627432,14.07514166
49,74,97,112,1.636554965,1.63633987,2.400959406,40.6943766,40.6902664
22,70,139,141,0.900440458,0.90035017,2.170015356,15.26415057,15.26284942
21,59,149,31,0.193763202,0.193880367,1.322341915,2.592623006,2.592813757
42,94,73,196,2.564018816,2.563592331,3.105687704,67.65635105,67.64862382
12,77,124,149,0.56890376,0.568778961,2.126552847,7.890887768,7.890655105
37,58,130,169,1.824231108,1.824086227,2.535853676,43.809789,43.80575283
38,67,84,115,1.519877814,1.519783885,2.257838306,32.58158122,32.57818457
20,66,85,34,0.267414533,0.267526532,1.301785144,3.583480726,3.583509025
44,78,127,193,2.218409569,2.218101277,2.874501896,63.0729935,63.06704073
17,55,59,110,0.93912832,0.939236686,2.129332153,13.88957383,13.88858073
29,71,63,40,0.469519131,0.469534735,1.614899668,6.87937562,6.879099746
33,79,142,184,1.580658764,1.580354794,2.593259058,35.84299109,35.8397734
38,67,121,168,1.855293721,1.855128661,2.557774202,45.33831902,45.33415363
15,51,91,98,0.625085168,0.625216736,1.858373247,8.877200979,8.876876817
27,76,128,58,0.455514688,0.455462535,1.473226258,7.147800379,7.147330745
40,82,131,106,1.111932774,1.111765337,2.102883387,24.33806654,24.33551529
14,51,84,97,0.608037197,0.608175569,1.766714374,8.447261132,8.447001262
35,83,83,55,0.636033907,0.635974527,1.72936078,10.58660542,10.58584622
23,86,92,81,0.622072278,0.622009676,1.681784844,9.690249942,9.689418378
47,90,125,105,1.244022682,1.243739481,2.237553001,29.79644389,29.79361365
15,93,66,104,0.599786311,0.599616733,2.027383382,8.498725072,8.497912103
27,69,131,96,0.76037047,0.760315988,1.88798997,13.30345832,13.30212847
16,57,127,169,0.901344879,0.90127773,2.410450207,13.9382146,13.93767951
35,55,139,178,1.796372656,1.796283987,2.663739353,41.99249872,41.98852843
25,55,104,129,1.155487613,1.155531316,2.27794255,20.61253126,20.61077515
42,85,76,120,1.618847122,1.618646509,2.374236957,37.49468918,37.49070248
28,58,106,136,1.30816529,1.308107356,2.291787312,24.90400227,24.90158448
11,62,139,36,0.127940603,0.128098718,1.152139746,1.605449391,1.605626578
49,96,142,152,1.713513136,1.713166461,2.656830566,48.32973923,48.32423936
26,58,135,85,0.672498458,0.672366356,1.642038823,11.50119799,11.50048716
19,70,53,151,1.326248642,1.326112483,2.464684944,20.84261351,20.84061827
47,76,97,172,2.381423543,2.381176903,2.771315118,67.17684427,67.1700245
18,78,118,142,0.795367264,0.795277666,2.164713981,12.47518235,12.47426128
28,50,112,157,1.517753722,1.517748591,2.472013693,30.17193924,30.16964164
40,94,67,79,1.032821238,1.032655118,2.03377151,20.13911236,20.13729705
13,87,101,151,0.657626623,0.657485003,2.264612405,9.412312907,9.411753608
30,65,107,161,1.575888299,1.575768109,2.403672587,32.41091147,32.4079529
33,90,58,97,1.158486931,1.158238683,2.251791978,21.72444569,21.72177883
31,51,76,75,0.968337183,0.968446988,1.88807613,16.73964619,16.73831174
36,79,97,97,1.092206144,1.092051179,2.092416684,21.65329474,21.65098305
17,88,51,120,0.863719851,0.86351138,2.326339106,12.9461495,12.94491955
39,58,127,39,0.453313096,0.45330044,1.618466727,7.093145737,7.093007815
34,57,82,198,2.517078106,2.517050099,2.977393364,59.46370242,59.45763778
46,59,114,76,1.054174301,1.054141896,1.965646777,22.03603732,22.03439195
20,66,92,36,0.272674311,0.272787779,1.346033105,3.677838966,3.677853671
48,68,82,192,2.973665081,2.973580383,3.079391914,90.50508131,90.49584806
29,86,105,56,0.490313278,0.490237515,1.68156185,7.804522174,7.803978884
42,89,134,139,1.46041063,1.460148643,2.360119354,35.81849796,35.81451585
27,58,99,90,0.874580049,0.874616633,1.916650745,15.03238578,15.03117377
27,63,106,140,1.274401282,1.274366311,2.274315105,24.02525493,24.02321343
29,73,135,167,1.352838807,1.352640379,2.394915641,27.41684065,27.41438604
33,84,94,50,0.5162966,0.516229043,1.660185798,8.306247055,8.30566678
15,81,106,130,0.646179823,0.646085492,1.891341537,9.358501374,9.357903697
25,65,117,147,1.179428051,1.179329752,2.283958993,21.54424541,21.54238716
43,60,82,88,1.337631228,1.337582062,2.094652437,28.25492783,28.25242164
35,71,70,85,1.103526651,1.103461181,2.151783707,20.8147909,20.81268541
31,54,66,108,1.432047227,1.432114742,2.307704435,27.50755154,27.50444478
46,53,73,194,3.307642978,3.307571137,3.142518166,96.21126852,96.20226072
16,87,97,58,0.314408579,0.314455923,1.362925372,4.260947089,4.260775583
45,84,90,133,1.788443258,1.788224866,2.409043998,44.71108576,44.70619027
33,86,96,153,1.548099738,1.547876444,2.490730066,33.35130833,33.34803926
40,65,72,48,0.711054582,0.711047015,1.828992193,11.880547,11.87991775
26,52,133,198,1.607151121,1.607082636,2.690983322,32.20036649,32.19838604
42,87,53,129,1.898266949,1.897886647,2.70702557,45.06463857,45.05893856
37,79,121,57,0.591577744,0.591512151,1.733035184,10.23313596,10.23239494
15,76,148,113,0.479516805,0.479479214,1.811154862,6.897549497,6.897283436
30,83,55,117,1.356757498,1.356536644,2.335728427,25.42767773,25.42438996
29,56,133,180,1.56045106,1.560336721,2.765603131,33.49395355,33.49143971
49,85,130,149,1.817441865,1.81716798,2.559253978,51.44778847,51.44226959
24,78,148,69,0.449144762,0.449143644,1.556900962,7.05039007,7.049979906
10,68,90,118,0.473815479,0.473818758,1.784933132,6.20837759,6.208385463
35,94,62,119,1.441835049,1.441560226,2.248524128,28.85422529,28.85092016
37,92,87,175,1.962386354,1.962061351,2.686633622,46.40662639,46.40166597
44,97,93,162,2.002084761,2.001690004,2.708439798,51.97594902,51.96992135
10,92,140,118,0.3341417,0.334111959,1.736185736,4.426388429,4.426382586
16,95,51,33,0.219772792,0.21979102,1.389194042,2.827300479,2.827200054
21,96,75,68,0.499044306,0.498965979,1.609071118,7.354101472,7.353540611
17,79,75,50,0.334432774,0.33449519,1.459008529,4.52451267,4.524247166
33,61,143,150,1.387614964,1.387461538,2.38912023,29.85487291,29.85220697
29,75,52,94,1.140108984,1.140009414,2.254712838,19.97432782,19.97196166
39,51,115,141,1.761528215,1.761497419,2.374273025,41.46753094,41.46361227
22,67,91,36,0.294878294,0.294993692,1.390357895,4.043935439,4.043978633
16,64,88,111,0.707625997,0.707647814,1.910207104,10.24596531,10.2453654
25,70,145,137,0.951137211,0.951027431,2.071586222,17.0743939,17.07301354
46,96,75,108,1.485120033,1.484872634,2.336485718,35.23520074,35.23105281
18,68,130,99,0.556674779,0.556692233,1.696759865,8.304072793,8.303574248
11,73,127,137,0.483684246,0.48365065,1.898580136,6.603040696,6.603037688
21,53,70,40,0.3888335,0.389001592,1.443774331,5.350155358,5.350135589
12,52,87,31,0.166868438,0.167089026,1.181606436,2.091255505,2.091552408
42,91,114,62,0.708035742,0.707899813,1.655672437,13.0094214,13.00849128
31,92,134,36,0.29447153,0.294479071,1.404478927,4.275671924,4.275533029
38,60,136,162,1.732889454,1.732709934,2.548546944,42.23807226,42.23392825
24,85,86,37,0.306169052,0.306222922,1.489639149,4.260176668,4.260101183
19,58,112,168,1.122444124,1.122433899,2.347243833,18.27666851,18.27558799
37,69,55,177,2.617061797,2.616865497,2.96797277,61.00434975,60.99758541
25,59,81,191,1.872154982,1.872086343,2.745624436,36.24026891,36.23711854
22,94,94,105,0.737513113,0.73736622,1.940053066,11.75279691,11.75155923
24,82,129,137,0.93383911,0.933679123,2.130833559,16.46109207,16.45966799
10,85,145,30,0.086914068,0.08708737,1.038115771,1.06469161,1.064843376
32,68,124,118,1.112947012,1.112834942,2.009967774,22.37196333,22.36984
30,72,54,147,1.821458139,1.821265557,2.732441388,35.95886264,35.95471963
22,55,116,80,0.612398708,0.612465497,1.664539361,9.524796734,9.524144574
39,96,77,115,1.391944486,1.391659659,2.327755605,29.97981704,29.97613613
45,58,132,74,0.942173449,0.942132507,1.975645356,19.47173754,19.470337
12,70,50,65,0.39331226,0.393383095,1.671809409,5.141807676,5.141531597
36,62,147,32,0.315021626,0.314936179,1.445142521,4.597861393,4.597875491
30,57,138,151,1.331612538,1.331504009,2.444457036,27.35333114,27.35089993
16,64,111,92,0.518229674,0.518286973,1.63860946,7.3838978,7.3835474
44,92,108,147,1.73665224,1.736357335,2.615042809,44.79748276,44.79222106
38,78,122,95,1.010555277,1.010429422,1.950357884,20.66272458,20.66075828
42,57,98,59,0.831959763,0.831986866,1.807949283,15.10808044,15.10731246
47,52,138,83,1.091192458,1.091108454,2.104400902,24.09469386,24.0931752
23,65,108,87,0.684437843,0.684474081,1.730497816,10.88837287,10.88764968
23,73,79,137,1.184230614,1.184108954,2.364823199,20.34214193,20.33998372
19,70,115,149,0.925332645,0.925204795,2.173227367,14.95646495,14.95586544
16,59,54,151,1.219157664,1.219179549,2.516005147,18.37283649,18.37142447
22,82,60,57,0.509089389,0.509099561,1.754718068,7.39188315,7.391176945
41,86,111,87,0.995579986,0.995407139,1.979017604,20.46525823,20.4632714
10,62,143,34,0.10873454,0.108911135,1.074792418,1.346734637,1.347023023
29,78,61,45,0.512390757,0.512361614,1.679794532,7.702413623,7.701876338
39,76,130,145,1.519313659,1.519071498,2.411609905,36.70686828,36.70340515
11,74,137,197,0.662386676,0.662290544,2.504924665,9.610408152,9.609527361
19,81,54,90,0.737608956,0.737509496,1.970962622,10.89101659,10.88985971
37,74,123,43,0.452865908,0.45282809,1.606857027,7.212578245,7.212377591
20,98,81,115,0.767341283,0.76719797,2.070927939,12.037062,12.03573711
35,55,123,71,0.777285279,0.77728094,1.805720872,14.10905582,14.10805054
24,85,121,121,0.845056351,0.844915296,2.035688553,14.47258803,14.47119885
48,51,143,186,2.391433857,2.391261769,2.931505499,73.56930341,73.56309783
49,90,128,164,1.968492383,1.968135792,2.782846094,57.63508393,57.62888536
36,62,144,138,1.361917266,1.36176989,2.316530385,30.48359258,30.4805462
15,82,133,195,0.857559831,0.857329284,2.278484999,12.99040015,12.98971034
40,99,81,110,1.312015114,1.311775259,2.316409103,28.67961039,28.67633686
33,70,113,164,1.64378859,1.643625309,2.60434338,36.16388513,36.1601213
20,79,75,95,0.729285226,0.729209061,1.823604421,11.09155407,11.09050431
36,81,139,73,0.6894937,0.68939497,1.721098732,12.7508389,12.74964967
14,74,73,48,0.281350705,0.281450401,1.331225359,3.67415231,3.674096595
13,73,81,122,0.632830447,0.632819937,2.009092985,8.842385975,8.841681796
33,83,90,173,1.812309564,1.812097473,2.694915358,40.0192417,40.01419166
37,52,54,89,1.494416549,1.494450151,2.265363572,29.03738299,29.03475614
18,68,76,71,0.529147963,0.529225906,1.646946238,7.511625049,7.511154735
16,93,118,101,0.481830243,0.481770926,1.707063919,6.962680239,6.962285339
14,64,111,64,0.321517898,0.321632429,1.451022023,4.327844262,4.327909748
25,81,94,146,1.199795057,1.199671925,2.294505172,21.92278595,21.92067194
11,97,66,121,0.512825449,0.512651668,2.082331829,6.863572944,6.863028364
